DATA
-0,21165644
-1,4594594
0,84893614
-2,817073
0,1875
-0,37674418
-1,5519803
0,2037037
-0,78012687
-39,0
-17,679611
-1,6628176
-14,25
-5,5833335
0,83860123
0,8966565
-2,0
-0,3435484
-0,9125295
-3,5827067
0,4646997
0,7340792
-1,5775076
-0,023923445
-14,2
-4,46875
-0,18426502
-0,5
-11,923077
0,92460316
-186,45454
-1,0125523
-0,90640396
-0,16770187
-1,0327868
-0,027777778
-3,2979944
-1,855814
0,514827
0,6375144
-0,35849056
-7,053476
-0,86530614
0,6794953
0,43516484
-4,6930695
-0,96850395
-10,730769
0,61290324
0,11764706
0,39015496
-2,8907104
-0,7302752
0,3413793
0,7821406
-8,615385
0,3564728
-0,10763889
-3,5461538
-1,7797619
-47,88889
-0,18952619
0,1917373
-5,4593024
0,24382716
-25,113043
-7,635294
-0,44680852
-0,60163933
-18,788235
-3,9615386
0,1008
-8,679666
0,9525926
-1,3109756
0,8659612
0,090640396
-0,6766561
-7,467742
-5,1970077
0,21525885
-0,41019955
0,35198134
-1,7257019
-1,4131627
-0,036363635
-7,967742
-0,5405405
-10,201923
-19,64375
-60,86
-18,972221
0,68759125
-42,042255
0,36533332
0,89285713
-0,10669975
-1,449367
0,03076923
-2,605042
-11,388889
-1,5286459
0,64859813
-1,7666667
-5,8345323
0,9063444
-2,9682243
-0,5246637
-1,8265682
-0,016055046
-2,278075
-84,26087
0,62234044
0,62026864
0,5177778
-1,1173077
-93,451614
-0,8023873
-0,45914844
-0,6257928
-1,9142857
0,21048632
-1,5481482
-4,4441805
0,95141244
-0,84444445
-0,9866864
0,4638365
-1,2916666
-0,1356383
-1,0151515
-30,047619
-31,45614
-2,2138364
-0,10180624
-4,5444193
0,30530974
-0,49541286
-3,239291
0,97440755
-0,19067216
-4,233333
-2,6356735
0,3761468
0,4799719
0,77758914
-0,503937
-8,666667
-9,825397
-16,368422
0,9408867
0,3347826
-12,43787
-4,443787
0,96754384
0,07488987
0,64794683
0,21238938
-5,0906434
0,74509805
0,6775956
-7,633952
0,14080834
-5,8986783
0,33333334
-23,839506
-16,64
-0,6079665
-2,106209
-8,817307
-0,08567096
0,17436792
-1,7407408
-0,7183908
0,5080386
-14,556962
0,70978725
-0,053333335
-4,5
0,10393258
-2,2394366
-0,6177474
-3,5615385
-3,6916666
0,9292035
0,69
-3,8961039
-5,707434
-2,5323384
0,952
0,37949762
-1,0506567
-0,221875
-10,96861
-220,0
0,23076923
-1,3525641
-20,038961
-15,6705885
-0,14683816
-14,434426
0,73787314
-0,11752137
-0,4279919
0,7822222
0,9116743
-3,887931
0,8622222
-0,7813505
-2,5714285
-3,1705685
-0,1106383
-0,6469003
-8,571428
-3,7575758
0,1800643
0,50793654
0,12551868
-7,762162
-2,2594936
0,21136364
-0,72820514
-23,397905
-14,216418
-0,17824377
-1,4620419
-0,8464912
0,3382046
-2,490909
