DATA
0,0
-0,02568155
-0,01863933
0,0036719707
0,059670784
-0,057720058
0,054739654
-0,005274262
0,01734104
0,28266034
0,014196984
-0,12195122
-0,11081442
-0,012487993
0,010457517
0,027181689
-0,09789343
-0,030731408
-0,024204392
0,02446184
-0,02244582
-0,019719772
0,019680653
0,054704595
0,03399892
-0,32960895
-0,07158837
-0,09735269
0,009560229
-0,016418677
-0,029250458
0,029734971
0,050626807
-0,07025608
0,00955414
0,041284405
-0,06011271
-0,12070175
-0,053740013
-0,03420132
0,017199017
-0,016728625
0,009090909
-0,03928225
-0,07113164
-0,073548384
-0,17538896
-0,023295945
-0,06410257
-0,029013539
-0,03253502
-0,04443555
0,0020338984
-0,013083049
-0,28934819
-0,04856787
-0,010064702
0,051595118
0,13659467
-0,06817231
-0,036666665
-0,004214963
0,09396826
0,049533382
0,012188366
-0,02263202
0,01787351
-0,019452887
0,0085424455
-0,028536977
-0,09334353
-0,10501475
0,0
-0,06647399
-0,21204819
-0,017679557
-0,023550725
-0,032786883
7,2411296E-4
-0,13029316
-0,00862069
-0,11004785
-0,0032599836
0,0
0,006472492
-0,09922757
-0,019527236
0,12863071
-0,0022607385
-0,060908638
0,092042185
0,05990586
-0,115523465
-0,007189934
-0,21118012
-0,024390243
-0,009082652
-0,0034158838
-0,11111111
-0,028683182
0,046153847
-0,050517105
-0,08061002
0,04858105
0,040609136
0,014063656
0,03041825
0,010503041
0,09378531
0,0031545742
-0,008254717
-0,110367894
-0,016288951
-0,014097745
0,0019379845
0,07322452
0,048206937
-0,061124694
0,013075965
-0,012693935
-0,028184282
-0,08137045
-0,027223231
-0,08938547
0,07968575
0,0070635723
-0,0054274085
-0,18381503
0,06276151
-0,097646035
-0,014611872
-0,07632094
-0,011876484
-0,027859237
0,05831904
0,052569404
0,03235843
0,017504489
0,061519902
0,06918819
0,0073786406
-0,020891365
-0,06451613
-0,015820699
-0,008052709
-0,036775105
-0,041237112
0,01604278
-0,030512378
0,024630541
0,0
-0,0026581606
-0,018979834
0,068862274
0,0027173914
-0,094350964
9,96016E-4
-0,0062695923
0,113854595
0,05625
0,043405674
0,051740814
-0,02111111
-0,004519774
0,013245033
0,0076555023
0,047945205
0,00512492
-0,04100367
0,015803814
-0,10166178
0,015249267
-0,025448477
0,017951425
-0,041262135
0,017391304
-0,012273902
-0,024220183
0,049281314
0,107644305
0,022364218
0,019245004
-0,045430534
-0,03560275
-0,06704645
-0,05205205
0,005192108
-0,033027522
-0,011455526
0,0047011417
-0,1536643
-0,06199678
-0,04043452
-0,14712153
-0,028790787
0,010638298
0,009180328
-0,07347328
0,11666667
0,0834156
-0,07450077
0,05102764
-0,0020689655
0,035947714
-0,013727561
-0,12054329
-0,007968128
-0,06630212
-0,02357564
0,0090548955
-0,010854176
-0,008004574
0,0
-6,4599485E-4
-0,040674027
-0,032743365
0,07042254
0,05319969
-0,062615104
-0,055654496
-0,011651265
-0,04624823
-0,10745614
-0,057080925
-0,024376417
-0,09647495
0,011992006
-0,09289618
-0,04
-0,06451613
0,14616321
-0,034859877
0,084872976
-0,022917585
-0,032746624
0,09076175
-0,11644237
-0,027123483
-0,10323974
-0,023290759
0,028246205
0,020016013
-0,11884058
0,062313274
-0,102564104
0,029431
-0,07907908
0,010942761
0,078404404
-0,11468144
0,08869814
0,14227642
0,07721859
0,026967285
0,05154639
0,031791907
-0,1716843
0,044045676
0,026391752
-0,10739261
-0,027407987
-0,02617801
-0,16842106
-0,02977233
0,12149873
-0,029792747
-0,0050607286
-7,6804915E-4
0,06382114
0,03707317
-0,11319648
0,043410245
-0,04915103
0,0053639845
-0,07053073
0,09657534
0,019818332
0,11320755
0,0074200914
0,11118737
-0,08885942
0,075835474
-0,08544126
-0,18884121
0,004971591
-0,027809095
0,046663757
-0,08064516
0,082460135
-0,012915129
0,092480555
-0,031206334
-0,0035118526
0,062043797
-0,009797061
0,09517846
0,018078512
0,015809052
0,034080718
-0,07755102
0,028011205
-0,014698429
0,047222223
-0,06122449
-0,0038184132
-0,013705584
-0,055705786
0,05033841
-0,17491749
0,011024644
0,053165585
0,034741145
0,35051546
0,008919203
0,045751635
0,03206651
0,15246637
0,008448199
-0,06312548
-0,0375817
-0,004370282
-0,08181818
0,008765522
-0,16708648
0,0051487414
0,008
-0,08314978
0,008796296
-0,024086379
-0,04248366
0,029761905
-0,045888234
-0,021355618
0,083607905
0,010545906
0,0013661202
-0,095183484
0,0053380784
-0,03539823
-0,05787476
0,07977208
-0,016286645
0,065233506
-0,030048916
-0,11312217
-0,017364658
-0,010416667
0,0054179565
-0,03942953
-0,04496579
0,062015504
-0,032332562
-0,14049587
-0,065989845
-0,03916449
0,010416667
0,021710526
-0,0043196543
0,108949415
0,0042223786
-0,00752587
-0,020659124
-0,014647137
0,024750499
-0,06348374
-0,053370785
0,027681662
0,0685654
-0,10744811
0,046102818
0,048344947
0,084292956
-0,0518426
-0,09633028
0,06875
-0,02042305
0,030335475
0,02688172
-0,0053475937
-0,010695187
0,08956854
0,1880597
-0,0448
0,029962547
0,054477613
0,06362495
0,0047413795
-0,010510511
-0,06593407
-0,1563786
0,08746518
-0,125
0,11423221
-0,012562814
0,05970149
-0,008674102
0,046296295
-0,026119404
0,018453427
-0,0013309672
0,16986302
-0,024014337
-0,0256917
-0,05335366
0,032624114
0,0077955825
-0,018473506
-0,020833334
-0,0026990552
-0,019512195
-0,10317903
-0,08526107
0,078125
0,0028225807
-0,0050446256
-0,14060742
0,06307223
-0,051087987
-0,1046875
-0,03449801
0,0391924
-0,07692308
-0,010309278
0,008419689
0,04297408
0,0
0,05764967
-0,07701284
-0,028571429
0,031111112
-0,012623491
0,016847173
0,043785937
-0,013082156
-0,035519127
0,036273703
-0,28879312
-0,08900256
-0,0544919
-0,110177405
-0,16942385
-0,14731586
-0,019258203
0,008744038
-0,03861308
0,04354711
-0,0042127436
-0,016806724
-0,023610054
0,043832187
0,05299313
-0,0140280565
0,027027028
0,016194332
0,045780256
0,016343208
0,0019295707
-0,052192066
0,010339734
-0,031936128
0,0027447392
-0,069028154
-0,020428501
-0,016393442
-0,022271715
0,07118644
0,012041599
-0,10288387
0,0033749577
-0,025909932
0,08841159
-0,037539937
0,015976036
-0,09455588
-0,015424165
-0,085642315
0,0022761761
-0,059810672
0,028855251
0,06755174
-0,032093935
0,0
-0,066918
-0,051572975
-0,012516469
0,0859375
-0,07180021
-0,3069874
-0,08357915
-0,034246575
-0,010078387
-0,056557376
-0,0019708318
-0,10083037
0,024744486
0,07540799
0,06912442
0,041382667
-0,005186722
0,0513834
-0,052603893
0,006369427
-0,10678532
-0,03416149
0,005952381
0,07840342
-0,00903862
-0,019704433
0,07007576
-0,011281588
-0,06945337
-0,0036101083
0,048064087
-0,05191257
-0,029761905
-0,012714207
0,038882803
-0,0823389
0,01997337
-0,05498982
-0,006385069
0,03650509
-0,057742782
0,045528457
0,20488466
0,10117146
0,023369037
0,05061082
0,1368222
0,051660515
-0,19217491
-0,014652015
-0,0049652434
-0,054758802
0,008737864
-0,102564104
-0,03512195
0,022632519
-0,026086956
0,026190476
0,12404871
0,10230692
-0,05970149
-0,01635514
-0,0063752276
-0,06674338
-0,03504043
0,004029009
-0,00990099
0,048881523
-0,033755273
-0,03214286
-0,039076377
0,061553985
0,09253731
-0,0029708853
0,047890536
0,05702306
-0,04359198
-0,0543554
0,0032133677
-0,106932156
0,048424736
-0,078666665
0,026923077
-0,07669323
-0,028026905
0,09072848
-0,08108108
-0,027294304
0,028945554
-0,0585702
0,009586579
-0,1411111
-0,015201586
-0,062252406
0,016998341
0,027725268
-0,07058824
-0,060465116
-0,004118993
0,034759358
0,0015527951
0,05987558
0,06298003
0,004338395
0,08612687
0,015346838
0,1378446
-0,02770083
-0,03482881
0,18057664
-0,16806723
-0,27737227
0,04515522
0,06476191
0,03763441
0,03125
-0,07315289
0,050366748
-0,058665473
0,01079414
0,034113713
-0,061438967
-0,039772727
0,03596866
0,10676692
0,15104167
0,08951407
0,021587301
0,031058438
0,05029586
0,017838405
-9,0415915E-4
-0,034954406
-0,01577287
0,019666048
0,03916614
0,05923345
-0,09246575
-0,03663423
-0,0026978417
0,051581845
-0,015529412
-0,10288248
-0,010545455
-0,066701405
0,04665072
-0,011774967
-0,0013860014
0,0027567195
0,011430824
-9,799118E-4
-0,019125683
-0,017558528
-0,024834437
0,14779006
0,08018624
0,0063897762
-0,040789474
0,05572519
-0,061272584
-0,03425926
0,033127457
-0,091966175
-0,11369193
-0,018282989
-0,04658385
-0,04088704
-0,10011001
-0,05958702
-0,06394558
-0,16538462
0,0
-0,008303678
0,006796941
-0,03183265
-0,04012739
0,05732484
0,05154639
-0,08562451
-0,02915952
-0,06481481
-0,048251748
-0,013785181
-0,00855223
0,010204081
-0,008368201
-0,042443063
0,023337223
-0,009794319
-0,0024783148
0,077844314
-0,011952192
-0,057624735
-0,042857144
0,044463817
7,806401E-4
-0,028618602
-0,015161958
-0,058494624
-0,06574761
0,014279715
0,0076086954
0,008964955
-0,066793896
-0,00821018
0,08831169
0,022727273
0,022712091
0,007970571
-0,07517659
0,010372178
-0,097345136
0,022191402
-0,019246519
-0,084274545
0,0873965
0,06551476
0,052511416
-0,015852047
-0,0696928
0,06763006
0,034008097
-0,104575165
-0,010952903
0,0
0,023111612
-0,07423269
-0,0076687117
-0,16546762
-0,013182675
-0,021984551
-0,032278888
-0,009079118
0,004416961
0,044247787
0,01091954
-0,0026030368
-0,013761468
0,07097118
-0,03722222
-0,03832952
-0,15970697
0,03160271
0,028679654
0,022048363
0,08042488
0,035971224
